web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739305270-2084","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234008","TECNOLOGIES DE LA INFORMACIÓ, COMUNICACIÓ I DOCUMENTACIÓ","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113855/guia_docent_docnet","Anual","F Bàsica","6.0","Primer curs"
"1739305270-2085","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234102","INFERMERIA EN LA GESTACIÓ, INFÀNCIA I ADOLESCÈNCIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114763/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305270-2086","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234103","INFERMERIA EN LA JOVENTUT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113852/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305270-2087","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234006","RELACIÓ TERAPÈUTICA I COMUNICACIÓ EN LA INFERMERIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114285/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Segon curs"
"1739305270-2088","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234010","ANTROPOLOGIA I CIUTADANIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113853/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Segon curs"
"1739305270-2089","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234108","PRINCIPIS DE NUTRICIÓ A INFERMERIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114762/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Segon curs"
"1739305270-2090","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234110","PRÀCTIQUES CLÍNIQUES I","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114281/guia_docent_docnet","Segon quadrimestre","Obligatòria","9.0","Segon curs"
"1739305270-2091","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234107","FARMACOLOGIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115988/guia_docent_docnet","Anual","Obligatòria","6.0","Segon curs"
"1739305270-2092","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234104","INFERMERIA EN LA PERSONA ADULTA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115991/guia_docent_docnet","Anual","Obligatòria","10.0","Segon curs"
"1739305270-2093","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234112","PRÀCTIQUES DE SIMULACIÓ CLÍNICA II","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114282/guia_docent_docnet","Anual","Obligatòria","5.0","Segon curs"
"1739305270-2094","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234115","GESTIÓ I EXPERIÈNCIA ORGANITZATIVA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114247/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.0","Tercer curs"
"1739305270-2095","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234105","INFERMERIA EN LA PERSONA GRAN","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113851/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305270-2096","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234117","METODOLOGIA D'INVESTIGACIÓ I INFERMERIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113465/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.0","Tercer curs"
"1739305270-2097","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234114","PROGRAMES DE SALUT EN LA COMUNITAT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115647/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Tercer curs"
"1739305270-2098","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234113","CURES PAL·LIATIVES","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115989/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Tercer curs"
"1739305270-2099","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234119","PRÀCTIQUES CLÍNIQUES II","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113505/guia_docent_docnet","Segon quadrimestre","Obligatòria","18.0","Tercer curs"
"1739305270-2100","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234106","INFERMERIA DE SALUT MENTAL I PSIQUIÀTRICA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113464/guia_docent_docnet","Anual","Obligatòria","6.0","Tercer curs"
"1739305270-2101","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234116","INFERMERIA EN CUIDATGES CRÍTICS","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/116450/guia_docent_docnet","Anual","Obligatòria","6.0","Tercer curs"
"1739305270-2102","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234118","PRÀCTIQUES DE SIMULACIÓ CLÍNICA III","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/112723/guia_docent_docnet","Anual","Obligatòria","4.0","Tercer curs"
"1739305270-2103","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234120","PRÀCTIQUES CLÍNIQUES III","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113463/guia_docent_docnet","Primer quadrimestre","Obligatòria","17.0","Quart curs"
"1739305270-2104","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234121","PRÀCTIQUES CLÍNIQUES IV","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/116451/guia_docent_docnet","Segon quadrimestre","Obligatòria","17.0","Quart curs"
"1739305270-2105","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234122","PRÀCTIQUES CLÍNIQUES V","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114287/guia_docent_docnet","Segon quadrimestre","Obligatòria","8.5","Quart curs"
"1739305270-2106","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234123","PRÀCTIQUES CLÍNIQUES VI","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/116454/guia_docent_docnet","Segon quadrimestre","Obligatòria","8.5","Quart curs"
"1739305270-2107","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234301","TREBALL DE FI DE GRAU","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115648/guia_docent_docnet","Anual","TFG","9.0","Quart curs"
"1739305270-2108","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234203","APROFUNDIMENT EN L'ATENCIÓ A LA INFÀNCIA I ADOLESCÈNCIA A L'HOSPITAL","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114246/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739305270-2109","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234202","APROFUNDIMENT EN L'ATENCIÓ A LA INFÀNCIA I ADOLESCÈNCIA A LA COMUNITAT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/116452/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739305270-2110","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234220","CULTURA DEL BENESTAR: SALUT I QUALITAT DE VIDA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113858/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739305270-2111","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234207","INTERNATIONAL NURSING","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115992/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739305270-2112","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234212","SALUT, GÈNERE I DESIGUALTATS SOCIALS","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/112726/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Optatives"
"1739305270-2113","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234205","DESENVOLUPAMENT PROFESSIONAL","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113507/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Optatives"
"1739305270-2114","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234206","DROGODEPENDÈNCIES I ALTRES ADDICCIONS","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/115993/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Optatives"
"1739305270-2115","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234208","INTRODUCCIÓ A LES TÈCNIQUES COMPLEMENTÀRIES EN EL CUIDATGE D'INFERMERIA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114764/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Optatives"
"1739305270-2116","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234213","SALUT MENTAL POSITIVA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/114286/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Optatives"
"1739305270-2117","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234214","SUPORT A LA DEPENDÈNCIA I A LA SALUT DE LA PERSONA CUIDADORA","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/116453/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Optatives"
"1739305270-2118","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/gestionar","18234217","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3461/assignatures/113506/guia_docent_docnet","Anual","Optativa","3.0","Optatives"
"1739305276-2119","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665204","AVALUACIÓ DE MITJANS I MATERIALS D'ENSENYAMENTS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116312/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2120","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665210","COMUNICACIÓ AUDIOVISUAL EN XARXA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/114611/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2121","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665214","CREACIÓ DE CONTINGUTS PER A FORMACIÓ ONLINE","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113750/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2122","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665206","DESENVOLUPAMENT PROFESSIONAL DEL DOCENT EN RELACIÓ AMB LES TD","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/112596/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2123","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665102","DIFUSIÓ I TRANSFERÈNCIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113345/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305276-2124","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665218","DISSENY D'INVESTIGACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116709/guia_docent_docnet","Anual","Optativa","6.0","Primer curs"
"1739305276-2125","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665205","DISSENY DE PROJECTES D'INNOVACIÓ EN EDUCACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/115478/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2126","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665220","DISSENY I DESENVOLUPAMENT D'ENTORNS TECNOLÒGICS PER A LA FORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116308/guia_docent_docnet","Anual","Optativa","6.0","Primer curs"
"1739305276-2127","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665221","DISSENY I DESENVOLUPAMENT DE MATERIALS DE FORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116708/guia_docent_docnet","Anual","Optativa","6.0","Primer curs"
"1739305276-2128","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665219","EINES DIGITALS PER A LA DOCÈNCIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/114610/guia_docent_docnet","Anual","Optativa","6.0","Primer curs"
"1739305276-2129","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665212","EINES I TÈCNIQUES PER A LA RECOLLIDA I L'ANÀLISI DE DADES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116311/guia_docent_docnet","Anual","Optativa","6.0","Primer curs"
"1739305276-2130","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665203","ENTORNS FLEXIBLES DE FORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/112595/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2131","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665211","ESPAIS I EINES PER AL TREBALL COL·LABORATIU","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113748/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2132","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665201","GESTIÓ DEL CONEIXEMENT EN LES ORGANITZACIONS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113344/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2133","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665202","LES TD EN L'ÀMBIT NO FORMAL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116710/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2134","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665101","METODOLOGIA D'INVESTIGACIÓ EN TECNOLOGIA EDUCATIVA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/112594/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739305276-2135","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665213","ORGANITZACIÓ I GESTIÓ DE L'ÚS DE LES TD A L'ENSENYAMENT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113749/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2136","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665209","PRODUCCIÓ I INTEGRACIÓ DE LA IMATGE, L'AUDIO I EL VÍDEO DIGITAL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/115498/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2137","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116310/guia_docent_docnet","Anual","Prac Externes","6.0","Primer curs"
"1739305276-2138","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665208","SOCIETAT EN XARXA I CIUTADANIA DIGITAL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/116309/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2139","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665301","TREBALL FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113346/guia_docent_docnet","Anual","TFM","15.0","Primer curs"
"1739305276-2140","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665207","ÈTICA DIGITAL APLICADA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/115500/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305276-2141","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665216","COMUNICACIÓ, INTERACCIÓ I COL·LABORACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/114609/guia_docent_docnet","Anual","C Fomació","3.0","Complements de formació"
"1739305276-2142","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665217","DISSENY DE PROJECTES CURRICULARS AMB L'ÚS DE LES TD","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/115499/guia_docent_docnet","Anual","C Fomació","3.0","Complements de formació"
"1739305276-2143","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/gestionar","11665215","TECNOLOGIES DIGITALS EN LA FORMACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3483/assignatures/113751/guia_docent_docnet","Anual","C Fomació","3.0","Complements de formació"
"1739305282-2144","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685107","AVALUACIÓ COGNITIVA EN NEUROPSICOLOGIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113754/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2145","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685102","BASES BIOLÒGIQUES DE LA CONDUCTA PATOLÒGICA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113753/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2146","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685101","FONAMENTS DE LA PSICOLOGIA SANITÀRIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113752/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2147","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685104","HABILITATS BÀSIQUES I DEONTOLOGIA PROFESSIONAL EN PSICOLOGIA SANITÀRIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113348/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2148","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685109","INTERVENCIÓ EN MALALTIES CRÒNIQUES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115501/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2149","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685108","INTERVENCIÓ NEUROPSICOLÒGICA I NEUROREHABILITACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/116712/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2150","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685103","MÈTODES D'AVALUACIÓ EN PSICOLOGIA SANITÀRIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/116714/guia_docent_docnet","Anual","Obligatòria","5.0","Primer curs"
"1739305282-2151","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685213","NOVES TECNOLOGIES EN PSICOLOGIA GENERAL SANITÀRIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115482/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2152","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685401","PRÀCTIQUES EXTERNES I","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113350/guia_docent_docnet","Anual","Prac Externes","12.0","Primer curs"
"1739305282-2153","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685224","PSICOFARMACOLOGIA CLÍNICA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115480/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2154","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685201","PSICOLOGIA DEL DOLOR","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115502/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2155","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685202","PSICOPATOLOGIA DE LA PRIMERA INFÀNCIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/116713/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2156","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685110","TRASTORNS DE L'AGRESSIVITAT I LA CONDUCTA VIOLENTA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115481/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305282-2157","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685214","TRASTORNS DEL COMPORTAMENT ALIMENTARI","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/112597/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2158","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685106","TRASTORNS EMOCIONALS EN EL CICLE VITAL","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/116711/guia_docent_docnet","Anual","Obligatòria","5.0","Primer curs"
"1739305282-2159","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685203","TRASTORNS EMOCIONALS I CONDUCTUALS EN INFANTS I ADOLESCENTS","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113347/guia_docent_docnet","Anual","Optativa","3.0","Primer curs"
"1739305282-2160","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685105","TRASTORNS PSICÒTICS I DE LA PERSONALITAT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/112598/guia_docent_docnet","Anual","Obligatòria","5.0","Primer curs"
"1739305282-2161","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685402","PRÀCTIQUES EXTERNES II","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/113349/guia_docent_docnet","Anual","Prac Externes","18.0","Segon curs"
"1739305282-2162","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/gestionar","11685301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3419/assignatures/115479/guia_docent_docnet","Anual","TFM","12.0","Segon curs"
"1739305288-2163","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605135","ADQUISICIÓ I ENSENYAMENT DE LLENGÜES ESTRANGERES","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112705/guia_docent_docnet","Anual","Obligatòria","3.0","Primer curs"
"1739305288-2164","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605101","APRENENTATGE I DESENVOLUPAMENT DE LA PERSONALITAT","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/116660/guia_docent_docnet","Anual","Obligatòria","4.0","Primer curs"
"1739305288-2165","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605158","APRENENTATGE I ENSENYAMENT DE L'ADMINISTRACIÓ","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112590/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2166","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605130","APRENENTATGE I ENSENYAMENT DE L'ECONOMIA I ECONOMIA DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112589/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2167","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605117","APRENENTATGE I ENSENYAMENT DE LA BIOLOGIA I LA GEOLOGIA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/114605/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
"1739305288-2168","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/gestionar","11605111","APRENENTATGE I ENSENYAMENT DE LA FÍSICA I QUÍMICA","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3511/assignatures/112707/guia_docent_docnet","Anual","Obligatòria","10.0","Primer curs"
