web-scraper-order,web-scraper-start-url,reference
"1740066011-1553","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Monereo i Font, Carles, 1957- ed., Ser estratégico y autónomo aprendiendo : unidades didácticas de enseñanza estratégica , 2001
                        
										
														
								Accés al CRAI"
"1740066011-1554","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Centro de Estudios Adams., Técnicas de estudio y examen , DL 1992
                        
										
														
								Accés al CRAI"
"1740066011-1555","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","(
							
								
								
									Llibre
								
													
						)  Nicoletti, Javier Augusto /  Suárez, Graciela /  Visciglia, Patricia /  Universidad Nacional de La Matanza (Argentina), Técnicas de estudio : estragegias actualizadas , 2005
                        
										
														
								Accés al CRAI"
"1740066011-1556","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","(
							
								
								
									Llibre
								
													
						) Pallarés Molins, Enrique., Técnicas de estudio y examen para universitarios , DL 2007
                        
										
														
								Accés al CRAI"
"1740066011-1557","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","(
							
								
								
									Llibre
								
													
						) Hernández Díaz, Fabio, Métodos y técnicas de estudio en la universidad , cop. 1988
                        
										
														
								Accés al CRAI"
"1740066018-1558","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						)  Smale, Gerald G. /  Tuson, Graham. /  Statham, Daphne., Problemas sociales y trabajo social : hacia la inclusión y el cambio social , DL 2003
                        
										
														
								Accés al CRAI 
							
							
							
							
								 No disponible a la URV"
"1740066018-1559","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Fernández García, Tomás, coord., Fundamentos del trabajo social , cop. 2009
                        
										
														
								Accés al CRAI"
"1740066018-1560","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Ander-Egg, Ezequiel., Metodología del trabajo social , 1986
                        
										
														
								Accés al CRAI"
"1740066018-1561","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Ander-Egg, Ezequiel., Historia del trabajo social , 1994
                        
										
														
								Accés al CRAI"
"1740066018-1562","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Banks, Sarah, Ética y valores en el trabajo social , 1997
                        
										
														
								Accés al CRAI"
"1740066018-1563","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Bermejo, Francisco J., Ética y trabajo social , 1996
                        
										
														
								Accés al CRAI"
"1740066018-1564","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) , Codi d'ètica i deontològic dels diplomats en treball social i assistents socials de Catalunya, 2000
                        
										
														
								Accés al CRAI"
"1740066018-1565","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						)  Richmond, Mary E. /  Richmond, Mary E.. Diagnóstico social /  Gaviria, Mario, 1938- pr., El Caso social individual ; El diagnóstico social : (textos seleccionados) , DL 1995
                        
										
														
								Accés al CRAI"
"1740066018-1566","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Aguilar, María José., Trabajo social : concepto y metodología , 2013
                        
										
														
								Accés al CRAI"
"1740066018-1567","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Ander-Egg, Ezequiel., Metodologías de acción social , 2009
                        
										
														
								Accés al CRAI"
"1740066018-1568","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						) Escartín Caparrós, María José., Manual de trabajo social : modelos de práctica profesional , 1998
                        
										
														
								Accés al CRAI"
"1740066018-1569","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","(
							
								
								
									Llibre
								
													
						)  Fernández García, Tomás. /  Ponce de León Romero, Laura., Nociones básicas de trabajo social , D.L. 2014
                        
										
														
								Accés al CRAI"
