web-scraper-order,web-scraper-start-url,coordinators
"1740076433-125","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17655219&any_academic=2024_25&idioma=cat&modalitat=p","MONTANÉ CALAF, DANIEL"
"1740076436-126","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17655221&any_academic=2024_25&idioma=cat&modalitat=p","JIMÉNEZ ESTELLER, LAUREANO"
"1740076438-127","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17655501&any_academic=2024_25&idioma=cat&modalitat=p","GONZALEZ MOLINA, FRANCISCO"
"1740076441-128","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17655502&any_academic=2024_25&idioma=cat&modalitat=p","GONZALEZ MOLINA, FRANCISCO"
"1740076443-129","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214108&any_academic=2024_25&idioma=cat&modalitat=p","MASSAGUÉS VIDAL, LLUÍS"
"1740076445-130","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204108&any_academic=2024_25&idioma=cat&modalitat=p","MEDINA CABELLO, FRANCISCO"
"1740076448-131","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204105&any_academic=2024_25&idioma=cat&modalitat=p","BONET AVALOS, JOSÉMASIP VERNIS, LLUIS"
"1740076450-132","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214011&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ SOLER, JOSE LUIS"
"1740076452-133","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204104&any_academic=2024_25&idioma=cat&modalitat=p","MUNTÉ PUIG, JAVIER"
"1740076455-134","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20224009&any_academic=2024_25&idioma=cat&modalitat=p","GIAMBERINI , MARTA"
"1740076457-135","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204106&any_academic=2024_25&idioma=cat&modalitat=p","MARCÉ NOGUÉ, JORDI"
"1740076459-136","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20224116&any_academic=2024_25&idioma=cat&modalitat=p","FABREGAT SANJUAN, ALBERT"
"1740076462-137","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20224118&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ DE ZAMORA ENRICH, LUIS MARCOS"
"1740076464-138","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17204122&any_academic=2024_25&idioma=cat&modalitat=p","SAAVEDRA ORELLANA, ENRIQUE ALEJANDRO"
"1740076466-139","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214122&any_academic=2024_25&idioma=cat&modalitat=p","SAAVEDRA ORELLANA, ENRIQUE ALEJANDRO"
"1740076468-140","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204010&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL BLASCO, MARIA ARANTZAZUTORRES CORONAS, MARIA TERESA"
"1740076471-141","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204103&any_academic=2024_25&idioma=cat&modalitat=p","MUNTÉ PUIG, JAVIER"
"1740076473-142","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214109&any_academic=2024_25&idioma=cat&modalitat=p","VALDERRAMA BLAVI, HUGO"
"1740076475-143","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20224121&any_academic=2024_25&idioma=cat&modalitat=p","GALIA TEJERINA, JOSÉ MARIA"
"1740076477-144","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20224113&any_academic=2024_25&idioma=cat&modalitat=p","SALUEÑA PÉREZ, CLARA"
"1740076480-145","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214118&any_academic=2024_25&idioma=cat&modalitat=p","FONTS RIBAS, ALBERTORTUÑO INIESTA, ANDRÉS"
"1740076482-146","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=17214114&any_academic=2024_25&idioma=cat&modalitat=p","GONZALEZ MOLINA, FRANCISCO"
"1740076484-147","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204124&any_academic=2024_25&idioma=cat&modalitat=p","STÜBER , FRANK ERICH"
"1740076487-148","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204122&any_academic=2024_25&idioma=cat&modalitat=p","SALVADÓ ROVIRA, JOAN"
"1740076489-149","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204121&any_academic=2024_25&idioma=cat&modalitat=p","STÜBER , FRANK ERICH"
"1740076491-150","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204120&any_academic=2024_25&idioma=cat&modalitat=p","LLOVELL FERRET, FÈLIX LLUÍS"
"1740076493-151","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1765&assignatura=20204118&any_academic=2024_25&idioma=cat&modalitat=p","HERRERO SABARTÉS, JUAN"
"1740076496-152","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685201v&any_academic=2024_25&idioma=cat&modalitat=v","SANCHEZ ARTIGAS, MARC"
"1740076498-153","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685106v&any_academic=2024_25&idioma=cat&modalitat=v","DUCH GAVALDÀ, JORDI"
"1740076500-154","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685101v&any_academic=2024_25&idioma=cat&modalitat=v","FARRÀS VENTURA, ORIOL"
"1740076503-155","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685103v&any_academic=2024_25&idioma=cat&modalitat=v","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076505-156","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685102v&any_academic=2024_25&idioma=cat&modalitat=v","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076507-157","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685204v&any_academic=2024_25&idioma=cat&modalitat=v","VALLS MATEU, AÏDA"
"1740076510-158","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685104v&any_academic=2024_25&idioma=cat&modalitat=v","PASCUAL FONTANILLES, JORDI"
"1740076512-159","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685105v&any_academic=2024_25&idioma=cat&modalitat=v","PUIG VALLS, DOMÈNEC SAVI"
"1740076514-160","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685203v&any_academic=2024_25&idioma=cat&modalitat=v","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076516-161","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685107v&any_academic=2024_25&idioma=cat&modalitat=v","DOMINGO FERRER, JOSEP"
"1740076519-162","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685207v&any_academic=2024_25&idioma=cat&modalitat=v","BLANCO JUSTICIA, ALBERTO"
"1740076521-163","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685108v&any_academic=2024_25&idioma=cat&modalitat=v","VALLS MATEU, AÏDA"
"1740076523-164","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685206v&any_academic=2024_25&idioma=cat&modalitat=v","GRANELL MARTORELL, CLARA"
"1740076525-165","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685301v&any_academic=2024_25&idioma=cat&modalitat=v","ALVAREZ FERNANDEZ, SUSANA MARIA"
"1740076528-166","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685208v&any_academic=2024_25&idioma=cat&modalitat=v","ARENAS MORENO, ALEJANDRO"
"1740076530-167","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685201&any_academic=2024_25&idioma=cat&modalitat=p","SANCHEZ ARTIGAS, MARC"
"1740076532-168","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685106&any_academic=2024_25&idioma=cat&modalitat=p","DUCH GAVALDÀ, JORDI"
"1740076534-169","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685101&any_academic=2024_25&idioma=cat&modalitat=p","FARRÀS VENTURA, ORIOL"
"1740076537-170","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685103&any_academic=2024_25&idioma=cat&modalitat=p","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076539-171","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685102&any_academic=2024_25&idioma=cat&modalitat=p","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076541-172","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685204&any_academic=2024_25&idioma=cat&modalitat=p","VALLS MATEU, AÏDA"
"1740076544-173","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685104&any_academic=2024_25&idioma=cat&modalitat=p","PASCUAL FONTANILLES, JORDI"
"1740076546-174","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685105&any_academic=2024_25&idioma=cat&modalitat=p","PUIG VALLS, DOMÈNEC SAVI"
"1740076548-175","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685203&any_academic=2024_25&idioma=cat&modalitat=p","SERRATOSA CASANELLES, FRANCESC D'ASSÍS"
"1740076550-176","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685107&any_academic=2024_25&idioma=cat&modalitat=p","DOMINGO FERRER, JOSEP"
"1740076553-177","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685207&any_academic=2024_25&idioma=cat&modalitat=p","BLANCO JUSTICIA, ALBERTO"
"1740076555-178","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685108&any_academic=2024_25&idioma=cat&modalitat=p","VALLS MATEU, AÏDA"
"1740076557-179","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685206&any_academic=2024_25&idioma=cat&modalitat=p","GRANELL MARTORELL, CLARA"
"1740076559-180","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685301&any_academic=2024_25&idioma=cat&modalitat=p","ALVAREZ FERNANDEZ, SUSANA MARIA"
"1740076561-181","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1768&assignatura=17685208&any_academic=2024_25&idioma=cat&modalitat=p","ARENAS MORENO, ALEJANDRO"
"1740076564-182","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705101v&any_academic=2024_25&idioma=cat&modalitat=v","OLIVELLA GARCIA, MIREIA"
"1740076566-183","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705113v&any_academic=2024_25&idioma=cat&modalitat=v","GIBERT OLIVERAS, KARINA"
"1740076568-184","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705106v&any_academic=2024_25&idioma=cat&modalitat=v","PASTOR DURAN, XAVIER"
"1740076571-185","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705108v&any_academic=2024_25&idioma=cat&modalitat=v","GÓMEZ MELIS, GUADALUPE"
"1740076573-186","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705109v&any_academic=2024_25&idioma=cat&modalitat=v","GIL RESINA, DEBORA"
"1740076575-187","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705110v&any_academic=2024_25&idioma=cat&modalitat=v","SENAR ROSELL, MIQUEL ÀNGEL"
"1740076578-188","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705115v&any_academic=2024_25&idioma=cat&modalitat=v","RADEVA , PETIA IVANOVA"
"1740076580-189","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705121v&any_academic=2024_25&idioma=cat&modalitat=v","VINAIXA CREVILLENT, MARIA"
"1740076582-190","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705116v&any_academic=2024_25&idioma=cat&modalitat=v","LÓPEZ IBAÑEZ, BEATRIZ MARIA"
"1740076584-191","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705117v&any_academic=2024_25&idioma=cat&modalitat=v","GRANELL MARTORELL, CLARAARENAS MORENO, ALEJANDRO"
"1740076587-192","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705118v&any_academic=2024_25&idioma=cat&modalitat=v","PADRÓ CIRERA, LLUÍS"
"1740076589-193","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705119v&any_academic=2024_25&idioma=cat&modalitat=v","VINAIXA CREVILLENT, MARIA"
"1740076591-194","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705120v&any_academic=2024_25&idioma=cat&modalitat=v","SORIANO PAÑOS, DAVID"
"1740076594-195","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705114v&any_academic=2024_25&idioma=cat&modalitat=v","MARTÍ MARLY, ROBERT"
"1740076596-196","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705122v&any_academic=2024_25&idioma=cat&modalitat=v","AMIR-ASLANI , ARSIA"
"1740076598-197","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705123v&any_academic=2024_25&idioma=cat&modalitat=v","ZAMBRANA SEGUI, MARIA DEL CARMEN"
"1740076601-198","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1770&assignatura=17705301v&any_academic=2024_25&idioma=cat&modalitat=v","GÓMEZ JIMÉNEZ, SERGIO"
"1740076603-199","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914004&any_academic=2024_25&idioma=cat&modalitat=p","BELTRÁN DEBÓN, RAÚL ALEJANDRO"
"1740076605-200","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914003&any_academic=2024_25&idioma=cat&modalitat=p","MATEO SANZ, JOSEP MARIAFERNÁNDEZ SABATER, ALBERTO"
"1740076608-201","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914002&any_academic=2024_25&idioma=cat&modalitat=p","GARIJO REAL, ANTONIOLÓPEZ BESORA, JOSEP MARIAMESSEGUÉ BUISAN, ARNAU"
"1740076610-202","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914101&any_academic=2024_25&idioma=cat&modalitat=p","CANO LIRA, JOSÉ FRANCISCO"
"1740076612-203","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914014&any_academic=2024_25&idioma=cat&modalitat=p","BLONDEAU , PASCAL JEAN CLAUDE LEONREGUERO DE LA POZA, MARIA DEL MARREINA LOZANO, JOSÉ ANTONIORUIZ MORILLAS, NÚRIA"
"1740076615-204","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914011&any_academic=2024_25&idioma=cat&modalitat=p","ACOSTA TOPETE, NALLELI GUADALUPE MARIAMONTEJANO CANTORAL, LUIS PEDROCUEVAS SILVA, MARIA DE LOS ANGELESGARCÍA GÓMEZ, CARLOSJOVÉ RICOMÀ, GAIETÀ"
"1740076617-205","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914009&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA FAMOSO, MARÍA MONTSERRATALVAREZ FERNANDEZ, SUSANA MARIA"
"1740076619-206","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914006&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA SÁNCHEZ, DANIA"
"1740076621-207","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914008&any_academic=2024_25&idioma=cat&modalitat=p","TORRES FUENTES, CRISTINATERRA BARBADORA, XIMENA"
"1740076624-208","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914010&any_academic=2024_25&idioma=cat&modalitat=p","MILLÁN MARCO, PEDRO"
"1740076626-209","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914016&any_academic=2024_25&idioma=cat&modalitat=p","GRANELL MARTORELL, CLARA"
"1740076629-210","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914007&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740076631-211","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914015&any_academic=2024_25&idioma=cat&modalitat=p","REINA LOZANO, JOSÉ ANTONIOCALULL BLANCH, MARTARUIZ MORILLAS, NÚRIAREGUERO DE LA POZA, MARIA DEL MAR"
"1740076633-212","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914019&any_academic=2024_25&idioma=cat&modalitat=p","SOLÉ CARTAÑÀ, ROSA MARIARUIZ MARTÍ, JOSÉ JAVIER"
"1740076636-213","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914107&any_academic=2024_25&idioma=cat&modalitat=p","BRAVO VÁZQUEZ, FRANCISCA ISABEL"
"1740076638-214","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914112&any_academic=2024_25&idioma=cat&modalitat=p","ROMANÍ ALSO, SANTIAGO"
"1740076640-215","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914105&any_academic=2024_25&idioma=cat&modalitat=p","AROLA ARNAL, ANNA"
